i t0002 t0004 t0008 t0016 t0032 t0064 t0128 t0256 t0512 t1024 tall
1803 -0.262264 0.104265 0.0890042 -0.0071704 0.214616 0.0467681 -0.0680977 0.483418 -0.190887 0.33397 0.319289
1804 0 0 0.0330363 0.00499019 0.217383 0.0381772 -0.0684555 0.483821 -0.191843 0.33377 0.318761
1805 0.31499 -0.0141024 -0.0303579 0.0145103 0.218063 0.029237 -0.0687239 0.484241 -0.192797 0.333566 0.318228
1806 0 0.142127 -0.0676673 0.0211583 0.216892 0.0199794 -0.0688994 0.484677 -0.193749 0.333358 0.317693
1807 -0.431349 0.185654 -0.0561019 0.0252063 0.214157 0.0104414 -0.0689791 0.48513 -0.194699 0.333146 0.317151
1808 0 0 0 0.0275843 0.210189 0.000664419 -0.0689608 0.485602 -0.195647 0.332931 0.316616
1809 0.42798 -0.139318 0.0742283 0.0295383 0.205354 -0.00930681 -0.0688424 0.486092 -0.196593 0.332713 0.316085
1810 0 0.00708115 0.16786 0.0310012 0.200044 -0.0194247 -0.0686226 0.486601 -0.197536 0.33249 0.315559
1811 -0.250879 0.147865 0.252335 0.031697 0.19467 -0.0296395 -0.0683003 0.487129 -0.198476 0.332264 0.315035
1812 0 0 0.289596 0.031542 0.18965 -0.0399001 -0.0678751 0.487678 -0.199414 0.332034 0.314492
1813 0.301677 -0.282832 0.261758 0.0306 0.185396 -0.0501545 -0.0673468 0.488246 -0.200349 0.331801 0.313931
1814 0 -0.441691 0.181692 0.0290426 0.182306 -0.0603507 -0.0667156 0.488834 -0.20128 0.331563 0.313359
1815 -0.00159575 -0.250303 0.084516 0.0271109 0.180747 -0.0704366 -0.0659822 0.489443 -0.202209 0.331322 0.312819
1816 0 0 0 0.0250819 0.181044 -0.0803613 -0.0651475 0.490072 -0.203135 0.331078 0.312292
1817 -0.170893 0.195086 -0.0888317 0.0232374 0.18346 -0.0900751 -0.0642128 0.490722 -0.204057 0.33083 0.311767
1818 0 0.263887 -0.205547 0.0218365 0.188186 -0.09953 -0.0631799 0.491392 -0.204975 0.330578 0.311244
1819 0.127076 0.123433 -0.314609 0.021091 0.195318 -0.10868 -0.0620506 0.492083 -0.20589 0.330322 0.310719
1820 0 0 -0.366412 0.021145 0.204844 -0.117482 -0.0608272 0.492793 -0.206801 0.330063 0.310213
1821 -0.121119 -0.120932 -0.335848 0.0220562 0.216622 -0.125896 -0.0595121 0.493523 -0.207708 0.3298 0.309737
1822 0 -0.255832 -0.236724 0.0237823 0.230361 -0.133884 -0.0581082 0.494273 -0.208611 0.329533 0.30929
1823 -0.317832 -0.187866 -0.112019 0.0261692 0.2456 -0.141413 -0.0566185 0.495043 -0.20951 0.329263 0.308863
1824 0 0 0 0.0289433 0.261687 -0.148453 -0.0550461 0.495831 -0.210405 0.328989 0.308461
1825 0.087983 0.188025 0.107341 0.031654 0.277972 -0.154976 -0.0533945 0.496638 -0.211295 0.328712 0.30806
1826 0 0.256344 0.210862 0.0336348 0.294461 -0.160962 -0.0516674 0.497463 -0.212181 0.32843 0.307652
1827 0.347817 0.121391 0.278552 0.0343736 0.311193 -0.166392 -0.0498685 0.498306 -0.213062 0.328146 0.307237
1828 0 0 0.283135 0.0335853 0.328062 -0.171251 -0.0480019 0.499165 -0.213938 0.327857 0.306801
1829 -0.444462 0.0124159 0.224071 0.0311954 0.344852 -0.175532 -0.0460716 0.500041 -0.214809 0.327565 0.306362
1830 0 0.17453 0.13089 0.0273178 0.36127 -0.179228 -0.0440819 0.500933 -0.215675 0.327269 0.305946
1831 0.497758 0.198247 0.0478616 0.0222262 0.37697 -0.182338 -0.0420373 0.501841 -0.216536 0.326969 0.305528
1832 0 -0 0 0.0163205 0.391585 -0.184866 -0.0399422 0.502762 -0.217392 0.326666 0.305085
1833 -0.099996 -0.294834 -0.0236715 0.0100866 0.404745 -0.186819 -0.0378013 0.503698 -0.218242 0.32636 0.30465
1834 0 -0.485552 0.0028186 0.00405118 0.416102 -0.188209 -0.0356192 0.504646 -0.219086 0.326049 0.304238
1835 0.102135 -0.291242 0.072162 -0.0012705 0.425343 -0.189051 -0.0334007 0.505607 -0.219925 0.325735 0.30386
1836 0 0 0.147425 -0.00543134 0.432209 -0.189364 -0.0311506 0.506579 -0.220758 0.325418 0.303486
1837 -0.00693051 0.270073 0.189548 -0.00811585 0.436504 -0.189171 -0.0288739 0.507562 -0.221585 0.325096 0.303103
1838 0 0.417385 0.175128 -0.00920907 0.438105 -0.188497 -0.0265753 0.508554 -0.222406 0.324771 0.302699
1839 -0.486989 0.233724 0.104483 -0.00887141 0.436968 -0.187371 -0.02426 0.509555 -0.223221 0.324443 0.302248
1840 0 0 -0 -0.00761932 0.43313 -0.185823 -0.0219328 0.510564 -0.22403 0.324111 0.301802
1841 0.297194 -0.177467 -0.116681 -0.00845812 0.426713 -0.183888 -0.0195988 0.51158 -0.224832 0.323775 0.301349
1842 -0 -0.236231 -0.24255 -0.0202862 0.417917 -0.1816 -0.0172628 0.512602 -0.225627 0.323436 0.300877
1843 -0.286559 -0.107671 -0.338922 -0.0477812 0.407018 -0.178996 -0.01493 0.513628 -0.226416 0.323093 0.300409
1844 0 0 -0.364533 -0.0904714 0.394361 -0.176112 -0.012605 0.514659 -0.227198 0.322746 0.299952
1845 -0.00304427 0.106346 -0.308199 -0.144436 0.380344 -0.172987 -0.010293 0.515692 -0.227973 0.322396 0.299496
1846 0 0.231964 -0.197453 -0.203775 0.36541 -0.169657 -0.00799876 0.516727 -0.228742 0.322043 0.299047
1847 0.318886 0.173642 -0.08314 -0.261849 0.350026 -0.166159 -0.00572706 0.517762 -0.229502 0.321685 0.298592
1848 0 0 0 -0.312286 0.334666 -0.162529 -0.00348266 0.518798 -0.230256 0.321325 0.298115
1849 0.166951 -0.232423 0.0570145 -0.349767 0.319789 -0.158798 -0.00127026 0.519831 -0.231003 0.32096 0.297646
1850 0 -0.421245 0.0530454 -0.370567 0.305813 -0.154998 0.000905546 0.520862 -0.231741 0.320592 0.297173
1851 -0.308983 -0.276033 -0.0117357 -0.372882 0.293086 -0.151155 0.00304022 0.52189 -0.232473 0.320221 0.29672
1852 0 0 -0.100476 -0.356912 0.281856 -0.147292 0.00512934 0.522912 -0.233196 0.319846 0.296297
1853 -0.0537433 0.228564 -0.166631 -0.324722 0.272241 -0.143426 0.00716856 0.523928 -0.233912 0.319467 0.295881
1854 0 0.268391 -0.174324 -0.279872 0.264185 -0.139568 0.00915365 0.524938 -0.23462 0.319085 0.295478
1855 0.339937 0.0953919 -0.112091 -0.226812 0.257425 -0.135724 0.0110805 0.525938 -0.23532 0.3187 0.295087
1856 0 0 0 -0.170053 0.251447 -0.131891 0.0129451 0.52693 -0.236011 0.31831 0.294699
1857 -0.0289174 -0.0951586 0.10617 -0.112172 0.245319 -0.128062 0.0147435 0.52791 -0.236694 0.317918 0.294313
1858 0 -0.26764 0.141596 -0.052198 0.237569 -0.124247 0.0164721 0.528879 -0.237369 0.317521 0.293901
1859 -0.0991618 -0.227891 0.0941226 0.00877888 0.227011 -0.120458 0.0181272 0.529834 -0.238036 0.317122 0.293472
1860 0 0 -0.00491057 0.0675567 0.212875 -0.116712 0.0197053 0.530776 -0.238694 0.316719 0.293032
1861 0.139274 0.222964 -0.10284 0.120095 0.194756 -0.113024 0.021203 0.531702 -0.239343 0.316312 0.292575
1862 0 0.251775 -0.147523 0.162536 0.172553 -0.10941 0.0226173 0.532611 -0.239983 0.315902 0.292088
1863 -0.413909 0.0809361 -0.108862 0.19197 0.146424 -0.105887 0.0239451 0.533502 -0.240615 0.315488 0.291577
1864 0 0 0 0.206954 0.116737 -0.102469 0.0251834 0.534375 -0.241237 0.315071 0.291078
1865 0.31632 -0.00113892 0.108852 0.207781 0.0840233 -0.0991742 0.0263297 0.535227 -0.24185 0.31465 0.290559
1866 0 0.00518187 0.147468 0.196485 0.0489395 -0.0960171 0.0273813 0.536058 -0.242454 0.314226 0.289991
1867 -0.309102 0.0073936 0.102717 0.176613 0.0122273 -0.0930131 0.0283359 0.536867 -0.243049 0.313799 0.289389
1868 0 0 0.00473217 0.152732 -0.0253204 -0.0901766 0.0291913 0.537651 -0.243635 0.313368 0.288774
1869 -0.080401 -0.0777586 -0.0943166 0.129686 -0.0628911 -0.087521 0.0299453 0.538411 -0.24421 0.312933 0.288141
1870 0 -0.231766 -0.141756 0.111608 -0.0996812 -0.0850592 0.0305963 0.539145 -0.244777 0.312495 0.287516
1871 0.350166 -0.20199 -0.106258 0.100677 -0.134921 -0.0828025 0.0311424 0.539852 -0.245333 0.312054 0.286927
1872 0 0 0 0.0956193 -0.167897 -0.0807614 0.0315823 0.540531 -0.24588 0.311609 0.286354
1873 0.145694 0.203189 0.110117 0.0911876 -0.19797 -0.078945 0.0319145 0.54118 -0.246417 0.311161 0.28579
1874 0 0.235626 0.163086 0.0832788 -0.224593 -0.0773609 0.032138 0.541799 -0.246944 0.31071 0.285196
1875 -0.432708 0.081219 0.141574 0.0699563 -0.247319 -0.0760156 0.0322517 0.542386 -0.24746 0.310255 0.284565
1876 0 0 0.0639546 0.0506519 -0.265815 -0.0749136 0.032255 0.54294 -0.247967 0.309797 0.28394
1877 0.0617176 0.0328084 -0.0280417 0.0258471 -0.279866 -0.0740584 0.0321472 0.543461 -0.248463 0.309335 0.283312
1878 0 0.131557 -0.0858912 -0.00322139 -0.289376 -0.0734515 0.0319279 0.543947 -0.248949 0.30887 0.282692
1879 0.268886 0.125985 -0.07506 -0.0348318 -0.294372 -0.0730928 0.0315969 0.544397 -0.249425 0.308402 0.282088
1880 0 0 0 -0.0670211 -0.294996 -0.0729808 0.0311542 0.54481 -0.249889 0.30793 0.281481
1881 -0.233801 -0.129433 0.0879163 -0.0978051 -0.2915 -0.0731122 0.0306 0.545185 -0.250344 0.307455 0.280879
1882 0 -0.142662 0.156954 -0.125373 -0.284237 -0.073482 0.0299344 0.545522 -0.250787 0.306977 0.280294
1883 -0.160665 -0.0427644 0.185481 -0.148257 -0.273647 -0.0740835 0.0291582 0.545818 -0.25122 0.306495 0.279702
1884 0 0 0.164876 -0.165477 -0.260239 -0.0749086 0.0282719 0.546074 -0.251642 0.30601 0.279104
1885 0.294928 -0.0197023 0.107207 -0.17666 -0.244575 -0.0759474 0.0272764 0.546287 -0.252053 0.305522 0.278498
1886 0 -0.0584886 0.0420563 -0.182137 -0.227242 -0.0771886 0.0261728 0.546458 -0.252453 0.30503 0.277878
1887 0.170812 -0.0508952 0.00246136 -0.183008 -0.208833 -0.0786194 0.0249623 0.546586 -0.252842 0.304536 0.277273
1888 0 0 0 -0.181193 -0.189912 -0.0802254 0.0236462 0.546668 -0.253219 0.304038 0.276667
1889 -0.0217241 0.126927 0.0209982 -0.179295 -0.171072 -0.0819912 0.0222261 0.546706 -0.253586 0.303536 0.276066
1890 -0 0.30332 0.087615 -0.179289 -0.153145 -0.0838998 0.0207038 0.546697 -0.253941 0.303032 0.275468
1891 -0.407812 0.23919 0.18008 -0.181711 -0.136865 -0.0859333 0.019081 0.546641 -0.254284 0.302524 0.274837
1892 0 0 0.252682 -0.18606 -0.12279 -0.0880727 0.0173598 0.546537 -0.254616 0.302013 0.274193
1893 0.442474 -0.144721 0.268483 -0.191218 -0.111309 -0.0902981 0.0155424 0.546384 -0.254937 0.301498 0.273528
1894 0 0.000881707 0.21738 -0.195799 -0.102667 -0.0925887 0.0136311 0.546182 -0.255246 0.300981 0.272837
1895 -0.0748776 0.145785 0.117511 -0.19844 -0.0969727 -0.0949232 0.0116284 0.545929 -0.255543 0.30046 0.27213
1896 0 0 0 -0.198012 -0.0942158 -0.0972798 0.00953679 0.545626 -0.255828 0.299936 0.27139
1897 -0.103202 -0.166241 -0.10351 -0.193776 -0.094281 -0.0996364 0.00735912 0.545271 -0.256102 0.299409 0.270639
1898 0 -0.0667515 -0.13999 -0.185463 -0.0969616 -0.101971 0.0050982 0.544864 -0.256363 0.298879 0.269914
1899 -0.283443 0.0856697 -0.0970235 -0.173286 -0.101974 -0.10426 0.00275701 0.544404 -0.256613 0.298346 0.269193
1900 0 0 -0.00347468 -0.157891 -0.108968 -0.106484 0.000338648 0.543891 -0.256851 0.297809 0.26847
1901 0.477216 -0.119885 0.0908553 -0.140234 -0.117545 -0.108619 -0.0021537 0.543323 -0.257076 0.297269 0.267741
1902 0 -0.0434254 0.135796 -0.121395 -0.127266 -0.110646 -0.00471672 0.542701 -0.257289 0.296727 0.266989
1903 -0.115042 0.067469 0.101605 -0.102319 -0.137666 -0.112544 -0.00734704 0.542023 -0.25749 0.296181 0.266221
1904 0 0 0 -0.0834944 -0.148266 -0.114294 -0.0100412 0.54129 -0.257679 0.295632 0.265426
1905 0.120233 -0.194105 -0.108278 -0.0657552 -0.158582 -0.11588 -0.0127956 0.540501 -0.257856 0.29508 0.264617
1906 0 -0.364359 -0.17268 -0.0533444 -0.168143 -0.117286 -0.0156066 0.539655 -0.25802 0.294525 0.263807
1907 -0.0731631 -0.245688 -0.172573 -0.0499853 -0.176494 -0.118497 -0.0184705 0.538752 -0.258171 0.293967 0.263024
1908 0 0 -0.115298 -0.0577337 -0.183213 -0.119503 -0.0213837 0.537791 -0.25831 0.293405 0.262256
1909 -0.183922 0.125224 -0.0321045 -0.077106 -0.187919 -0.120295 -0.0243423 0.536773 -0.258437 0.292841 0.261473
1910 0 -0.0235493 0.0335121 -0.107249 -0.190281 -0.120866 -0.0273425 0.535696 -0.258551 0.292274 0.260669
1911 -0.190982 -0.153649 0.0450771 -0.146149 -0.190031 -0.121214 -0.0303804 0.534561 -0.258652 0.291703 0.259844
1912 0 0 0 -0.190887 -0.186971 -0.12134 -0.0334521 0.533367 -0.25874 0.29113 0.259032
1913 0.262622 0.268668 -0.0719967 -0.237923 -0.180981 -0.121247 -0.0365539 0.532114 -0.258816 0.290554 0.258224
1914 -0 0.393926 -0.182308 -0.283438 -0.172035 -0.120944 -0.0396818 0.530801 -0.258879 0.289975 0.257393
1915 -0.216984 0.206813 -0.297554 -0.323699 -0.160198 -0.120446 -0.0428319 0.52943 -0.25893 0.289393 0.256549
1916 0 0 -0.363844 -0.355481 -0.145647 -0.119769 -0.0460005 0.527998 -0.258967 0.288807 0.255732
1917 0.276054 -0.0522242 -0.348345 -0.376517 -0.128668 -0.118938 -0.0491837 0.526507 -0.258991 0.288219 0.254955
1918 0 0.103869 -0.256863 -0.385995 -0.109672 -0.117981 -0.0523778 0.524956 -0.259003 0.287628 0.254206
1919 -0.0537832 0.177598 -0.127447 -0.385098 -0.0891972 -0.116934 -0.055579 0.523344 -0.259001 0.287035 0.253473
1920 0 0 0 -0.377579 -0.0679174 -0.115839 -0.0587839 0.521673 -0.258987 0.286438 0.252727
1921 -0.318453 -0.268764 0.133912 -0.367802 -0.0462387 -0.114745 -0.0619858 0.519942 -0.258959 0.285838 0.251967
1922 0 -0.397436 0.292598 -0.353289 -0.0232231 -0.113703 -0.0651677 0.51815 -0.258918 0.285236 0.251237
1923 0.18808 -0.210953 0.427517 -0.331842 0.00194901 -0.112758 -0.0683103 0.516299 -0.258865 0.28463 0.250526
1924 0 0 0.478917 -0.303375 0.0296175 -0.111942 -0.071396 0.514387 -0.258798 0.284022 0.249799
1925 0.309984 0.0581624 0.42266 -0.269274 0.0597294 -0.11128 -0.0744079 0.512416 -0.258718 0.283411 0.249054
1926 0 -0.0945705 0.285469 -0.231827 0.0919194 -0.110787 -0.0773307 0.510384 -0.258624 0.282797 0.24827
1927 -0.209031 -0.172312 0.128609 -0.193745 0.125585 -0.110474 -0.0801497 0.508293 -0.258518 0.282181 0.24749
1928 0 0 0 -0.157749 0.159954 -0.110342 -0.0828516 0.506143 -0.258398 0.281561 0.246738
1929 0.100936 0.245139 -0.111703 -0.126255 0.194149 -0.110386 -0.0854242 0.503934 -0.258265 0.280939 0.245987
1930 0 0.329084 -0.192019 -0.10112 0.227241 -0.110599 -0.0878559 0.501665 -0.258119 0.280314 0.245219
1931 -0.193452 0.152075 -0.21562 -0.0834823 0.258299 -0.110965 -0.0901366 0.499338 -0.257959 0.279687 0.244433
1932 0 0 -0.177996 -0.0736754 0.286436 -0.111467 -0.0922567 0.496952 -0.257786 0.279057 0.243656
1933 0.0990664 -0.0388174 -0.100359 -0.0712208 0.310846 -0.112082 -0.0942078 0.494508 -0.2576 0.278424 0.242879
1934 0 0.0356205 -0.0228277 -0.0749051 0.330833 -0.112787 -0.0959824 0.492006 -0.257401 0.277788 0.24209
1935 -0.284983 0.0818125 0.0141331 -0.0829332 0.345839 -0.113555 -0.0975737 0.489447 -0.257188 0.27715 0.241272
1936 0 0 0 -0.0931639 0.355461 -0.114356 -0.0989758 0.486831 -0.256962 0.276509 0.240432
1937 0.337385 -0.136345 -0.0175003 -0.105484 0.359466 -0.11516 -0.100184 0.484158 -0.256722 0.275865 0.239575
1938 0 -0.211221 0.00421598 -0.126212 0.357793 -0.115936 -0.101193 0.48143 -0.256469 0.275219 0.2387
1939 -0.0811424 -0.118605 0.0591246 -0.159029 0.350559 -0.116652 -0.102001 0.478645 -0.256203 0.27457 0.237828
1940 0 0 0.118064 -0.203738 0.33805 -0.117277 -0.102603 0.475806 -0.255923 0.273919 0.236943
1941 -0.1949 0.0533781 0.150463 -0.257511 0.320708 -0.117778 -0.102999 0.472912 -0.25563 0.273265 0.236027
1942 0 0.00118029 0.138291 -0.315978 0.299116 -0.118126 -0.103187 0.469964 -0.255324 0.272608 0.235092
1943 0.42296 -0.0519534 0.0822177 -0.374144 0.273971 -0.118289 -0.103166 0.466962 -0.255004 0.271949 0.234147
1944 0 0 0 -0.427149 0.246056 -0.11824 -0.102936 0.463908 -0.254671 0.271288 0.233188
1945 -0.00343982 0.065458 -0.085751 -0.470852 0.2162 -0.11795 -0.102498 0.460802 -0.254325 0.270624 0.232243
1946 0 0.042306 -0.157821 -0.502263 0.185235 -0.117396 -0.101852 0.457644 -0.253965 0.269957 0.231307
1947 -0.290776 -0.0143933 -0.193732 -0.519795 0.153953 -0.116553 -0.101001 0.454435 -0.253592 0.269288 0.230385
1948 0 0 -0.180953 -0.523366 0.123043 -0.115401 -0.0999461 0.451177 -0.253205 0.268617 0.229505
1949 -0.132553 -0.00600736 -0.127498 -0.514323 0.0930327 -0.11392 -0.0986909 0.447869 -0.252806 0.267943 0.228642
1950 0 -0.107999 -0.0605956 -0.495207 0.0642219 -0.112096 -0.0972383 0.444512 -0.252393 0.267266 0.227796
1951 0.0432075 -0.12435 -0.0134398 -0.469355 0.0366068 -0.109914 -0.0955921 0.441108 -0.251967 0.266588 0.226963
1952 0 0 0 -0.440329 0.00980094 -0.107365 -0.0937563 0.437657 -0.251527 0.265907 0.226139
1953 -0.0966249 0.162909 0.0121423 -0.408385 -0.016986 -0.10444 -0.0917357 0.434159 -0.251075 0.265223 0.225325
1954 0 0.232164 0.0534236 -0.364783 -0.0444797 -0.101136 -0.089535 0.430617 -0.250609 0.264537 0.224527
1955 0.454225 0.117319 0.111608 -0.304928 -0.0729942 -0.0974492 -0.0871598 0.42703 -0.25013 0.263849 0.223742
1956 0 0 0.157859 -0.229888 -0.102489 -0.0933823 -0.0846158 0.423399 -0.249638 0.263159 0.22295
1957 -0.299782 -0.0109157 0.168624 -0.144427 -0.132645 -0.088939 -0.081909 0.419726 -0.249133 0.262466 0.222173
1958 0 0.110469 0.137117 -0.0553047 -0.162934 -0.0841264 -0.0790457 0.416012 -0.248614 0.261771 0.221413
1959 0.326673 0.144255 0.0743891 0.0301354 -0.192683 -0.0789542 -0.0760328 0.412256 -0.248083 0.261074 0.220646
1960 0 0 -0 0.105094 -0.221133 -0.0734351 -0.0728771 0.408461 -0.247539 0.260375 0.219851
1961 -0.0359828 -0.244682 -0.0867218 0.164166 -0.247491 -0.067584 -0.069586 0.404627 -0.246982 0.259673 0.219051
1962 0 -0.433857 -0.205285 0.203906 -0.270973 -0.0614183 -0.0661667 0.400755 -0.246412 0.258969 0.218247
1963 -0.441446 -0.278996 -0.319651 0.223112 -0.290851 -0.0549577 -0.0626272 0.396847 -0.245829 0.258263 0.217454
1964 0 0 -0.377369 0.222826 -0.306479 -0.048224 -0.0589751 0.392903 -0.245233 0.257555 0.216699
1965 -0.0192119 0.147144 -0.350257 0.206056 -0.317329 -0.0412403 -0.0552187 0.388924 -0.244625 0.256845 0.215948
1966 0 0.00927478 -0.250211 0.177209 -0.323009 -0.0340318 -0.0513661 0.384912 -0.244003 0.256133 0.215201
1967 0.0263771 -0.135949 -0.120135 0.141251 -0.323281 -0.0266245 -0.0474257 0.380867 -0.24337 0.255418 0.214472
1968 0 0 0 0.102576 -0.31807 -0.0190454 -0.043406 0.37679 -0.242723 0.254702 0.213771
1969 0.405692 0.137345 0.100792 0.0646409 -0.307473 -0.0113222 -0.0393158 0.372684 -0.242064 0.253983 0.213091
1970 0 -0.00477755 0.143293 0.0322555 -0.291752 -0.00348276 -0.0351636 0.368548 -0.241393 0.253262 0.212382
1971 -0.406178 -0.143112 0.113379 0.00903089 -0.271332 0.0044454 -0.0309584 0.364384 -0.240709 0.25254 0.211677
1972 0 0 0.0330793 -0.003311 -0.246782 0.0124352 -0.0267088 0.360193 -0.240012 0.251815 0.211014
1973 0.189682 0.283969 -0.0546566 -0.00467567 -0.218802 0.0204607 -0.022424 0.355976 -0.239304 0.251089 0.210371
1974 0 0.458354 -0.103365 0.00367993 -0.188197 0.0284973 -0.0181128 0.351734 -0.238583 0.25036 0.209736
1975 0.212166 0.269278 -0.0826596 0.0194381 -0.15584 0.0365227 -0.0137842 0.347469 -0.23785 0.24963 0.20911
1976 -0 -0 0 0.0395257 -0.122643 0.0445167 -0.00944706 0.343182 -0.237105 0.248897 0.208489
1977 -0.366712 -0.23484 0.0893885 0.0604338 -0.0895102 0.0524626 -0.00511042 0.338873 -0.236348 0.248163 0.207868
1978 0 -0.347459 0.140558 0.0785526 -0.0572895 0.0603471 -0.000783158 0.334544 -0.235579 0.247427 0.207256
1979 -0.0507817 -0.184553 0.137059 0.0905196 -0.0267184 0.0681611 0.00352585 0.330197 -0.234798 0.246689 0.206633
1980 0 0 0.0866878 0.0935841 0.00163676 0.0759005 0.00780781 0.325832 -0.234005 0.245949 0.205989
1981 0.265064 0.0608913 0.0168302 0.0859845 0.0274471 0.0835665 0.012054 0.32145 -0.233201 0.245208 0.205323
1982 0 -0.0507485 -0.0359236 0.0673416 0.0506941 0.0911666 0.0162557 0.317053 -0.232385 0.244464 0.204622
1983 0.0997005 -0.122146 -0.04187 0.0390658 0.0717474 0.0987153 0.0204044 0.312641 -0.231557 0.243719 0.203928
1984 0 0 0 0.00477854 0.0914499 0.106234 0.0244917 0.308217 -0.230718 0.242973 0.203244
1985 0.00555313 0.118109 0.0519886 -0.0302356 0.110664 0.113778 0.0285092 0.303781 -0.229868 0.242224 0.202561
1986 0 0.0377488 0.0918534 -0.0629541 0.128592 0.121489 0.0324488 0.299334 -0.229007 0.241474 0.201861
1987 0.0556331 -0.0725453 0.107083 -0.091858 0.144203 0.129503 0.0363025 0.294878 -0.228134 0.240722 0.201153
1988 0 0 0.0934131 -0.116196 0.15672 0.137924 0.0400623 0.290413 -0.22725 0.239968 0.200446
1989 0.025195 0.100849 0.0587451 -0.135886 0.165598 0.146828 0.0437205 0.285941 -0.226355 0.239213 0.199734
1990 -0 0.0533927 0.0208992 -0.151414 0.170505 0.156262 0.0472697 0.281463 -0.22545 0.238457 0.199007
1991 -0.321035 -0.0364024 -0.000783564 -0.163717 0.171294 0.166252 0.0507025 0.276981 -0.224534 0.237698 0.19827
1992 0 0 0 -0.174065 0.167991 0.176798 0.0540118 0.272494 -0.223607 0.236938 0.197553
1993 0.0265795 0.0893503 0.00671144 -0.183925 0.160766 0.187886 0.0571907 0.268005 -0.22267 0.236177 0.196827
1994 0 0.117106 0.0118667 -0.194825 0.149918 0.19948 0.0602325 0.263514 -0.221722 0.235414 0.196089
1995 -0.0428989 0.0520006 0.0138481 -0.208205 0.135853 0.211531 0.0631307 0.259023 -0.220764 0.23465 0.195335
1996 0 0 0.0120973 -0.225261 0.119067 0.223976 0.0658791 0.254533 -0.219795 0.233884 0.194574
1997 0.0853486 -0.100009 0.00762712 -0.246778 0.100125 0.236743 0.0684718 0.250044 -0.218817 0.233117 0.193802
1998 0 -0.271699 0.00273507 -0.272958 0.079647 0.249749 0.0709031 0.245557 -0.217829 0.232348 0.193014
1999 -0.0886651 -0.227941 -8.02345e-05 -0.303232 0.0582857 0.262902 0.0731675 0.241075 -0.216831 0.231578 0.192235
2000 0 0 0 -0.336077 0.0367129 0.276108 0.0752599 0.236597 -0.215823 0.230807 0.191466
2001 0.304362 0.254119 -0.0110374 -0.367348 0.0156016 0.289265 0.0771754 0.232125 -0.214806 0.230034 0.190701
2002 0 0.355998 -0.0641869 -0.387628 -0.00438944 0.30227 0.0789095 0.22766 -0.21378 0.22926 0.189911
2003 -0.253054 0.175582 -0.143774 -0.389675 -0.0226312 0.31502 0.0804577 0.223202 -0.212744 0.228485 0.18911
2004 0 0 -0.20998 -0.369938 -0.0385395 0.32741 0.0818163 0.218753 -0.211699 0.227708 0.188338
2005 0.111897 -0.0231961 -0.228984 -0.328083 -0.0515894 0.339336 0.0829814 0.214313 -0.210645 0.22693 0.1876
2006 0 0.134702 -0.189266 -0.266475 -0.061329 0.350699 0.0839498 0.209884 -0.209582 0.226152 0.186898
2007 -0.222676 0.185786 -0.104065 -0.189632 -0.067393 0.361402 0.0847184 0.205466 -0.208511 0.225371 0.186208
2008 0 0 0 -0.103631 -0.0695154 0.371352 0.0852845 0.201059 -0.207431 0.22459 0.185522
2009 -0.0180284 -0.178706 0.118151 -0.0154788 -0.0675421 0.380462 0.0856458 0.196666 -0.206343 0.223808 0.184837
